"id","provider_id","service_id","procedure_id","procedure_name","cash_price","min_allowable","max_allowable","gross_charge","cpt_code","procedure_description_id"
517,1,44,4662149,"Multi-lead ICD Device Program Assessment.",23.08,24.37,83.09,92.32,"93284",1063
518,1,44,4662150,"Perioperative Postoperative Monitoring and Evaluation Program.",92.67,97.86,333.62,370.69,"93286",426
519,1,44,4662151,"Peri-procedural Implantable Cardioverter-Defibrillator (ICD) Assessment Program.",92.67,97.86,333.62,370.69,"93287",144
735,1,44,14151732,"Frequent On-Road Assessment for Evaluation of Driving Abilities.",15.3,16.15,55.06,61.18,"97535",387
736,1,44,14151732,"Frequent On-Road Assessment for Evaluation of Driving Abilities.",15.3,16.15,55.06,61.18,"T1015",387
742,1,44,14159621,"Health Assessment at the Medical Facility.",39.72,41.94,142.98,158.87,"G0463",1036
808,1,44,17316641,"Ultrasound Evaluation of Liver with Doppler.",237.68,250.99,855.64,950.71,"93975",967
2277,3,2,4662071,"Unilateral Artery X-ray of the Arm/Leg",1524.39,1609.76,5487.8,6097.56,"75710",1173
2280,3,2,4662072,"Bilateral Arteriogram of the Arms and Legs",1524.39,1609.76,5487.8,6097.56,"75716",1035
2296,3,2,4662080,"Unilateral Venous X-ray of the Arm/Leg",374.61,395.58,1348.58,1498.42,"75820",1174
2005,3,3,1168730,"MRI scan of the abdomen with and without contrast.",1006.32,1062.67,3622.74,4025.27,"74183",759
2009,3,3,1168732,"Abdominal MRI with Contrast.",810.93,856.34,2919.35,3243.72,"74182",1463
2011,3,3,1168734,"Magnetic Resonance Imaging (MRI) scan of the abdomen without contrast.",703.89,743.31,2534,2815.56,"74181",271
2014,3,3,1168738,"MRI of the Left Ankle with and without Contrast.",872.21,921.06,3139.97,3488.85,"73723",825
2025,3,3,1168740,"Magnetic Resonance Imaging of Right Ankle with and without Contrast",872.21,921.06,3139.97,3488.85,"73723",323
2029,3,3,1168750,"MRI of the left ankle without contrast.",595.85,629.21,2145.05,2383.39,"73721",1122
2031,3,3,1168752,"MRI of the right ankle without contrast.",595.85,629.21,2145.05,2383.39,"73721",1088
2000,3,3,1168796,"Brain scan with and without contrast agent (MRI)",993.95,1049.61,3578.23,3975.81,"70553",823
2002,3,3,1168798,"MRI Brain with Contrast Scan",800.77,845.61,2882.76,3203.07,"70552",1462
2006,3,3,1168800,"MRI of the brain without contrast.",686.2,724.63,2470.32,2744.8,"70551",1307
2020,3,3,1168802,"Breast MRI with and without contrast on both sides.",1147.6,1211.86,4131.35,4590.39,"77049",726
2021,3,3,1168802,"Breast MRI with and without contrast on both sides.",1147.6,1211.86,4131.35,4590.39,"77059",726
2019,3,3,1168802,"Breast MRI with and without contrast on both sides.",1147.6,1211.86,4131.35,4590.39,"C8908",726
1996,3,3,1168814,"Bilateral Breast MRI without Contrast",729.19,770.02,2625.07,2916.74,"77047",1203
1994,3,3,1168814,"Bilateral Breast MRI without Contrast",729.19,770.02,2625.07,2916.74,"77059",1203
1998,3,3,1168814,"Bilateral Breast MRI without Contrast",729.19,770.02,2625.07,2916.74,"C8907",1203
2003,3,3,1168820,"MRI scan of chest with and without contrast.",1039.85,1098.08,3743.44,4159.38,"71552",954
2008,3,3,1168824,"MRI (Magnetic Resonance Imaging) of the Chest without Contrast.",718.61,758.85,2586.99,2874.43,"71550",400
2010,3,3,1168836,"MRI of the Left Elbow with and without Contrast-Agent Injection.",925.13,976.93,3330.46,3700.51,"73223",379
2013,3,3,1168838,"MRI with and without contrast of the right elbow",925.13,976.93,3330.46,3700.51,"73223",824
2016,3,3,1168842,"Left Elbow MRI with Contrast",770.82,813.99,2774.95,3083.28,"73222",1465
2024,3,3,1168844,"Right Elbow MRI with Contrast",770.82,813.99,2774.95,3083.28,"73222",1441
2026,3,3,1168848,"MRI scan of left elbow without contrast.",636.78,672.44,2292.41,2547.12,"73221",1089
2028,3,3,1168850,"MRI scan of the right elbow without contrast agent.",636.78,672.44,2292.41,2547.12,"73221",727
2030,3,3,1168852,"Magnetic Resonance Imaging (MRI) of Face, Neck, and Orbit with and without Contrast.",1124.62,1187.59,4048.61,4498.46,"70543",111
1992,3,3,1168854,"Advanced Imaging of Face, Neck, and Eye with Contrast",925.52,977.35,3331.87,3702.08,"70542",661
1999,3,3,1168856,"MRI Scan of Face, Neck, and Orbit without Contrast.",746.95,788.77,2689,2987.78,"70540",725
2001,3,3,1168878,"Magnetic Resonance Imaging (MRI) of the Left Foot with and without Contrast.",938.68,991.25,3379.26,3754.73,"73720",185
2004,3,3,1168880,"Magnetic Resonance Imaging of Right Foot with and without Contrast.",938.68,991.25,3379.26,3754.73,"73720",322
2007,3,3,1168884,"MRI Foot with Contrast on the Left Side",628.29,663.48,2261.85,2513.17,"73719",1120
2012,3,3,1168890,"MRI scan of the left foot without using contrast solution.",642.16,678.12,2311.79,2568.65,"73718",515
2015,3,3,1168892,"MRI of the right foot without contrast.",642.16,678.12,2311.79,2568.65,"73718",1121
2023,3,3,1168918,"MRI of the left hand with and without contrast.",1031.27,1089.02,3712.55,4125.06,"73220",858
2027,3,3,1168920,"Right Hand MRI with and without Contrast.",1031.27,1089.02,3712.55,4125.06,"73220",1054
2036,3,3,1168936,"Magnetic Resonance Imaging of the Left Hip with and without Contrast",872.21,921.06,3139.97,3488.85,"73723",303
2040,3,3,1168938,"MRI of the Right Hip with and without Contrast",872.21,921.06,3139.97,3488.85,"73723",888
2044,3,3,1168942,"MRI of the left hip with contrast.",768.27,811.29,2765.76,3073.07,"73722",1308
2047,3,3,1168944,"Right Hip Magnetic Resonance Imaging (MRI) with Contrast",768.27,811.29,2765.76,3073.07,"73722",574
2050,3,3,1168948,"Magnetic Resonance Imaging of the Left Hip Without Contrast",595.85,629.21,2145.05,2383.39,"73721",483
2052,3,3,1168950,"MRI of the right hip without contrast.",595.85,629.21,2145.05,2383.39,"73721",1166
2057,3,3,1168972,"MRI of the Left Knee with and without Contrast",872.21,921.06,3139.97,3488.85,"73723",890
2060,3,3,1168974,"Magnetic Resonance Imaging (MRI) of Right Knee with and without Contrast",872.21,921.06,3139.97,3488.85,"73723",235
2064,3,3,1168978,"Advanced Imaging of the Left Knee using MRI with Contrast",768.27,811.29,2765.76,3073.07,"73722",539
2067,3,3,1168980,"Right Knee MRI with Contrast",768.27,811.29,2765.76,3073.07,"73722",1467
2070,3,3,1168984,"MRI of the left knee without contrast.",595.85,629.21,2145.05,2383.39,"73721",1168
2077,3,3,1168986,"MRI of Right Knee without Contrast.",595.85,629.21,2145.05,2383.39,"73721",1268
2037,3,3,1169008,"MRI scan of the lower leg with and without contrast, left side.",938.68,991.25,3379.26,3754.73,"73720",401
2043,3,3,1169010,"MRI of the Right Lower Limb with and without contrast.",938.68,991.25,3379.26,3754.73,"73720",638
2054,3,3,1169018,"Bilateral lower extremity MRI without contrast.",656.62,693.39,2363.84,2626.49,"73718",859
2058,3,3,1169020,"MRI of the left lower extremity without contrast.",642.16,678.12,2311.79,2568.65,"73718",796
2061,3,3,1169022,"MRI of the Right Lower Leg Without Contrast.",642.16,678.12,2311.79,2568.65,"73718",956
2068,3,3,1169024,"Pelvic MRI with and without contrast.",941.48,994.21,3389.34,3765.93,"72197",1204
2071,3,3,1169026,"Pelvic Magnetic Resonance Imaging with Contrast (MRI Pelvis with Contrast).",693.6,732.44,2496.97,2774.41,"72196",196
2072,3,3,1169028,"Pelvic MRI without contrast.",708.68,748.36,2551.23,2834.7,"72195",1468
2032,3,3,1169032,"MRI scan of the Left Shoulder with and without Contrast.",925.13,976.93,3330.46,3700.51,"73223",572
2034,3,3,1169034,"MRI of Right Shoulder with and without Contrast.",925.13,976.93,3330.46,3700.51,"73223",826
2035,3,3,1169038,"MRI of the left shoulder with contrast.",770.82,813.99,2774.95,3083.28,"73222",1124
2039,3,3,1169040,"Right Shoulder MRI with Contrast.",770.82,813.99,2774.95,3083.28,"73222",1340
2042,3,3,1169044,"MRI of the left shoulder without contrast.",636.78,672.44,2292.41,2547.12,"73221",1025
2046,3,3,1169046,"MRI without Contrast of the Right Shoulder.",636.78,672.44,2292.41,2547.12,"73221",997
2049,3,3,1169048,"Brain Scan with Magnetic Resonance Imaging (MRI) and Spectroscopy.",209.44,221.17,753.98,837.75,"76390",337
2051,3,3,1169050,"Cervical Spine MRI with and without Contrast.",1135.94,1199.55,4089.38,4543.75,"72156",925
2053,3,3,1169052,"Cervical Spine MRI with Contrast.",829.03,875.46,2984.51,3316.12,"72142",1341
2056,3,3,1169054,"Cervical Spine MRI without Contrast.",810.97,856.38,2919.47,3243.86,"72141",1243
2059,3,3,1169056,"Lumbar MRI scan with and without contrast dye injection",1131.45,1194.81,4073.21,4525.79,"72158",603
2063,3,3,1169058,"Lumbar MRI with Contrast.",859.24,907.35,3093.25,3436.94,"72149",1533
2066,3,3,1169060,"Magnetic Resonance Imaging (MRI) of the Lower Back without Contrast.",703.18,742.56,2531.45,2812.72,"72148",304
2074,3,3,1169062,"Thoracic Spine MRI with and without Contrast.",1081.49,1142.05,3893.35,4325.94,"72157",926
2076,3,3,1169064,"Thoracic Spine MRI with Contrast",802.5,847.43,2888.98,3209.98,"72147",1374
2038,3,3,1169066,"MRI of the Thoracic Spine without Contrast.",749.61,791.58,2698.58,2998.42,"72146",996
2041,3,3,1169068,"Magnetic Resonance Imaging of the Temporomandibular Joint (TMJ)",602.13,635.85,2167.67,2408.52,"70336",402
2045,3,3,1169108,"MRI of left upper limb with and without contrast.",1031.27,1089.02,3712.55,4125.06,"73220",795
2048,3,3,1169110,"MRI of Right Upper Limb with and without Contrast.",1031.27,1089.02,3712.55,4125.06,"73220",760
2055,3,3,1169120,"MRI of Left Arm or MRI of Left Upper Limb (without Contrast)",695.93,734.9,2505.36,2783.73,"73218",467
2062,3,3,1169122,"MRI of the Right Arm without Contrast.",695.93,734.9,2505.36,2783.73,"73218",1167
2065,3,3,1169128,"MRI scan of the left wrist with and without contrast.",925.13,976.93,3330.46,3700.51,"73223",662
2069,3,3,1169130,"MRI with and without contrast of the right wrist.",925.13,976.93,3330.46,3700.51,"73223",797
2073,3,3,1169134,"Magnetic Resonance Imaging (MRI) of the Left Wrist with Contrast",770.82,813.99,2774.95,3083.28,"73222",381
2075,3,3,1169136,"Right Wrist MRI with Contrast",770.82,813.99,2774.95,3083.28,"73222",1442
2078,3,3,1169140,"MRI of the left wrist without contrast.",636.78,672.44,2292.41,2547.12,"73221",1125
2082,3,3,1169142,"MRI of the right wrist without contrast.",636.78,672.44,2292.41,2547.12,"73221",1090
2144,3,3,2425744,"MRI Cardiac Morphology and Function with and without Contrast.",757.05,799.44,2725.37,3028.19,"75561",423
2169,3,3,2425895,"MRI Scan of the Brachial Plexus with and without Contrast.",1024.14,1081.49,3686.9,4096.55,"71552",516
2170,3,3,2425898,"MRI of the arm nerves without dye.",707.75,747.39,2547.91,2831.01,"71550",1311
2171,3,3,2425901,"MRI-guided left breast biopsy.",1126.55,1189.64,4055.59,4506.21,"19085",1420
2179,3,3,2425904,"MRI-guided breast biopsy.",1165.02,1230.26,4194.07,4660.08,"19085",1534
2181,3,3,2425907,"MRI Enterography Scan",1006.32,1062.67,3622.74,4025.27,"74183",1610
2193,3,3,4126347,"MRI (Magnetic Resonance Imaging) of the Prostate with and without Contrast",941.48,994.21,3389.34,3765.93,"72197",211
2195,3,3,4126350,"Prostate MRI without Contrast",708.68,748.36,2551.23,2834.7,"72195",1444
2224,3,3,4155392,"Breast MRI with Computer-Aided Detection (CAD)",31.31,33.06,112.71,125.23,"0159T",893
2615,3,3,4207639,"PowerPort 8FR MRI-Compatible Plastic Implant",297.3925,314.04648,1070.613,1189.57,NULL,968
2632,3,3,4209319,"MRI-guided external fixation with Hoffman II 5HL clamp.",555.095,586.18032,1998.342,2220.38,"C1713",616
2633,3,3,4209331,"Magnetic Resonance Imaging and Semi-Circular External Fixation with Rod (5028-7-030)",290.2925,306.54888,1045.053,1161.17,"C1713",113
2647,3,3,4211227,"MRI of the Hoffmann II Rods Connected by Rods Procedure",526.79,556.29024,1896.444,2107.16,"C1713",617
2662,3,3,4213775,"Magnetic Resonance Imaging (MRI) assisted external fixation with Hoffman II 10HL clamp.",713.445,753.39792,2568.402,2853.78,"C1713",101
2664,3,3,4214018,"MRI-guided spinal surgery with hoffman ii technique and external fixation for improved alignment",143.9925,152.05608,518.373,575.97,"C1713",53
2670,3,3,4214448,"MRI with Rechargable Surescan Technology",1078.9225,1139.34216,3884.121,4315.69,"C1820",1103
2683,3,3,4216835,"Spinal Cord Stimulator Implantation with MRI-Guided Advanced Technology",7123.385,7522.29456,25644.186,28493.54,"C1820",258
2702,3,3,4218144,"Blade osteotome-guided MRI with a thin 8mm x 3 size cut.",182.3675,192.58008,656.523,729.47,NULL,585
2738,3,3,4223408,"Magnetic Resonance Imaging (MRI) with Pin Clamp 4HL - Procedure Code: 4941-2-020",404.345,426.98832,1455.642,1617.38,"C1713",147
2798,3,3,4229656,"Long Bone Osteotomy with 8mmx5mm MRI Blade",183.3425,193.60968,660.033,733.37,NULL,1044
2799,3,3,4229657,"Precision imaging-guided bone fragment removal",184.315,194.63664,663.534,737.26,NULL,902
2800,3,3,4229658,"MRI-guided Blade Osteotomy with a Thin 10mmx3 Blade",182.3675,192.58008,656.523,729.47,NULL,744
2801,3,3,4229668,"Round-tip Bone Carving Procedure Using Thin MRI-guided Blade Osteotome",182.3675,192.58008,656.523,729.47,NULL,278
2802,3,3,4229669,"MRI-guided thin blade osteotomy with a 12mm square-tipped instrument.",182.3675,192.58008,656.523,729.47,NULL,297
2803,3,3,4229679,"20mm Curved Thin-bladed Osteotome MRI Procedure",181.3925,191.55048,653.013,725.57,NULL,874
2804,3,3,4229680,"Magnetic Resonance Imaging (MRI) Guided Long Blade Osteotome with a 10mmx5mm Blade.",182.3675,192.58008,656.523,729.47,NULL,118
2269,3,3,4624434,"MRI scan of the Abdomen and Pelvis for Pregnant Women.",703.89,743.31,2534,2815.56,"74181",643
2299,3,3,4662278,"MRI-Compatible Dual Chamber Pacemaker Implantation",5655.09,5971.77,20358.31,22620.34,"C1785",763
2272,3,3,4662299,"MRI-Compatible Lead Pacemaker Implantation Therapy",518.98,548.04,1868.32,2075.91,"C1898",762
2824,3,3,4930973,"drill twist mri 5/16 00-9986-010-26",131.43,138.79008,473.148,525.72,NULL,1283
2312,3,3,5336599,"MRI Pelvis without and with Contrast.",1007.41,1063.82,3626.66,4029.62,"72197",1212
2313,3,3,6110309,"MRI for Maternal Anatomy in Gestation (MAG)",750.36,792.38,2701.31,3001.45,"72195",1002
2841,3,3,7257617,"MRI-Compatible Implantable Pulse Generator with 16 Channels and Recharge Capability - Protege System.",6622.1675,6993.00888,23839.803,26488.67,"C1820",32
2842,3,3,7257618,"MRI-Compatible Programming Surgery",590.9275,624.01944,2127.339,2363.71,NULL,1323
2317,3,3,7336179,"MRI of the Right Lower Leg Without Contrast.",675.94,713.79,2433.37,2703.74,"73718",956
2850,3,3,8656567,"MRI-guided rod dynamization for fracture healing.",2049.12,2163.87072,7376.832,8196.48,"C1713",812
2851,3,3,8656584,"MRI-guided implantation of coupling rod to tube.",526.79,556.29024,1896.444,2107.16,"C1713",842
2871,3,3,10061037,"MRI with SureScan Technology for Lead Kits - 1x8 Configuration, 90cm Diameter",1636.0925,1727.71368,5889.933,6544.37,NULL,180
2920,3,3,10065701,"MRI-guided subcutaneous catheter placement with a 6 French power port and micro-introducer.",297.3925,314.04648,1070.613,1189.57,NULL,77
2976,3,3,12395897,"MRI with Lead Placement and Surescan Technology - 2 Rows of 8 Leads, 65cm Length",4025.81,4251.25536,14492.916,16103.24,NULL,150
2987,3,3,12668090,"MRI-guided Rod Insertion, 5.0mm Diameter x 150mm Length (Product Code: 5048-5-150)",124.12,131.07072,446.832,496.48,"C1713",127
2992,3,3,12933277,"MRI-Safe Pulse Generator Implant with SC-1200 Montage",9393.015,9919.02384,33814.854,37572.06,"C1820",679
2993,3,3,12933278,"MRI-Safe Lead-Avista Procedure with 74cm SC-2408-74",1528.0675,1613.63928,5501.043,6112.27,NULL,749
2994,3,3,12933282,"MRI-Safe Anchor Placement Procedure SC-4319",356.4275,376.38744,1283.139,1425.71,NULL,1010
2998,3,3,13007021,"MRI with Lead Placement and Surescan Technology, 2x8 Configuration, 90cm Imaging Depth, and Model 977c290.",4025.81,4251.25536,14492.916,16103.24,NULL,23
3018,3,3,13011991,"cath mri powerport isp 8fr 4808060",297.3925,314.04648,1070.613,1189.57,NULL,1327
3019,3,3,13012013,"Magnetic Resonance Imaging (MRI) with Catheter Groshong 8FR",264.56,279.37536,952.416,1058.24,NULL,502
3020,3,3,13012014,"MRI-guided insertion of a 8 French catheter with Groshong valve using Bardport technology on June 2nd, 830.",273.305,288.61008,983.898,1093.22,NULL,21
3060,3,3,13074028,"Minimally Invasive MRI-Guided Hip Bone Biopsy.",775.78,819.22368,2792.808,3103.12,NULL,908
3061,3,3,13074029,"MRI-guided Hip Biopsy with 12.0mm Trephine Needle and 8-Inch Internal Diameter.",775.78,819.22368,2792.808,3103.12,NULL,163
3062,3,3,13074030,"Hip Bone Biopsy using MRI Guidance without Sterilization: 13.0mm Trephine with 8in Inner Diameter",775.78,819.22368,2792.808,3103.12,NULL,49
3063,3,3,13074031,"MRI-guided hip bone biopsy using a 13.5mm trephine needle (non-sterile)",778.905,822.52368,2804.058,3115.62,NULL,263
3099,3,3,13156573,"MRI-Compatible Pacemaker Implant with Accolade IS-1 and SR Features",3419.5925,3611.08968,12310.533,13678.37,NULL,331
2371,3,3,13235014,"Advanced MRI-guided Pacemaker Placement for Optimal Heart Functioning.",6838.8975,7221.87576,24620.031,27355.59,"C2621",273
2364,3,3,13237246,"MRI-guided cardiac resynchronization therapy with implantable cardioverter-defibrillator",6941.6375,7330.3692,24989.895,27766.55,"C1882",87
2365,3,3,13245704,"MRI-Compatible Single-Chamber Pacemaker Implant.",2118.5425,2237.18088,7626.753,8474.17,"C1786",834
2366,3,3,13245705,"Magnetic Resonance Imaging with Dual Chamber Cardioverter-Defibrillator",5655.085,5971.76976,20358.306,22620.34,"C1721",253
3126,3,3,13258920,"MRI-guided hip bone biopsy with a 14.0mm trephine needle and 8-inches inner diameter, non-sterile procedure.",445.735,470.69616,1604.646,1782.94,NULL,19
3162,3,3,13360428,"Ultra-MRICs NeuroStimulator Restoration Procedure with Surescan Technology",8094.3625,8547.6468,29139.705,32377.45,NULL,220
3166,3,3,13495241,"Prodigy System Implant MRI Procedure",6622.1675,6993.00888,23839.803,26488.67,NULL,1259
3185,3,3,14027619,"MRI-Compatible CRT-D Implant with Amplifier and Dual-Chamber Defibrillation",8867.4875,9364.0668,31922.955,35469.95,NULL,206
2393,3,3,14033637,"MRI scan for rectal cancer staging",941.4825,994.20552,3389.337,3765.93,"72197",1315
3203,3,3,14095798,"Assurity MRI Pacemaker Implantation Procedure (Model PM2272-U-PR)",2170.1175,2291.64408,7812.423,8680.47,NULL,368
3210,3,3,14194814,"MRI-guided Placement of Azure IPG XT DR Device",2713.4025,2865.35304,9768.249,10853.61,NULL,914
3213,3,3,14263792,"MRI-guided non-sterile 18.0mm hip bone biopsy",445.735,470.69616,1604.646,1782.94,NULL,948
3219,3,3,14365671,"MRI-Compatible Pacemaker (Assurity PM1272)",2066.44,2182.16064,7439.184,8265.76,NULL,1050
3226,3,3,14509617,"Non-sterile MRI-guided Hip Biopsy with a 22.0mm Internal Diameter Trephine",445.735,470.69616,1604.646,1782.94,NULL,221
3227,3,3,14509632,"MRI-guided non-sterile core needle biopsy of the hip using a 17.5mm internal diameter trephine needle.",445.735,470.69616,1604.646,1782.94,NULL,27
3228,3,3,14509633,"MRI-guided Hip Biopsy with 18.5mm ID Trephine Needle, Non-Sterile",445.735,470.69616,1604.646,1782.94,NULL,370
3258,3,3,15442088,"Non-Surgical MRI-Assisted Hip Bone Biopsy - 19.5mm Diameter",445.735,470.69616,1604.646,1782.94,NULL,508
3259,3,3,15442089,"MRI-guided hip biopsy with a 20.5mm inner diameter trephine, performed non-sterile.",445.735,470.69616,1604.646,1782.94,NULL,119
3260,3,3,15442090,"MRI-guided hip bone biopsy.",445.735,470.69616,1604.646,1782.94,NULL,1505
3273,3,3,15726108,"MRI-guided Kit Lead Placement Surgery.",4025.81,4251.25536,14492.916,16103.24,NULL,1194
3277,3,3,15812451,"MRI-guided lead implantation for cardiac pacemaker placement.",1636.0925,1727.71368,5889.933,6544.37,NULL,458
3322,3,3,18532678,"Artisan-Enhanced Magnetic Resonance Imaging (MRI) with 50cm Kit Surgery",2357.135,2489.13456,8485.686,9428.54,NULL,268
2427,3,3,18552650,"MRI of left hip without contrast with metal reduction",595.8475,629.21496,2145.051,2383.39,"73721",673
2428,3,3,18552653,"MRI Hip without Contrast with Metal Reduction on the Right Side",595.8475,629.21496,2145.051,2383.39,"73721",405
2429,3,3,18552656,"Knee MRI without Contrast and with Metal Reduction on Left Side",595.8475,629.21496,2145.051,2383.39,"73721",406
3329,3,3,18866654,"MRI-Guided Total Knee Replacement Surgery",321.1975,339.18456,1156.311,1284.79,"C1776",1081
3344,3,3,19688687,"MRI-guided cardiac resynchronization therapy with Claria device and DTMA1D4 lead.",9286.92,9806.98752,33432.912,37147.68,NULL,139
3367,3,3,22244714,"Personalized MRI-Guided Knee Replacement Surgery with Lima Guide.",321.1975,339.18456,1156.311,1284.79,NULL,373
3378,3,3,22780993,"Percutaneous Cable Procedure with SecureScan MRI for 2.16mm Interstim Extension",273.305,288.61008,983.898,1093.22,NULL,166
3379,3,3,22781000,"Rechargeable MR-Compatible Neurostimulation Procedure with Interstim and Micro Surescan Technology.",6871.6775,7256.49144,24738.039,27486.71,NULL,39
3380,3,3,22781005,"InterStim SureScan MRI Procedure with 4.32mm Kit Lead and 28cm Impulse Generator",2833.3475,2992.01496,10200.051,11333.39,"C1820",153
3383,3,3,23249096,"device azure ipg xt sr mri w1sr01",2225.91,2350.56096,8013.276,8903.64,NULL,1370
3387,3,3,23597187,"MRI-guided hip bone biopsy with an 11.5mm trephine needle and 8-inch internal diameter, performed without the use of steroids.",445.735,470.69616,1604.646,1782.94,NULL,5
3388,3,3,23597197,"MRI-guided hip bone biopsy",445.735,470.69616,1604.646,1782.94,NULL,1530
3389,3,3,23683002,"Enhanced Diagnostic Imaging with Sensor Flow Technology",179.6475,189.70776,646.731,718.59,NULL,632
3392,3,3,23915009,"MRI-guided implantation of a 33cm interstim electrode with 4.32mm kit lead and surescan technology.",2833.3475,2992.01496,10200.051,11333.39,NULL,40
3395,3,3,23986646,"MRI-guided Interstim with SureScan using a 2.16mm spacing kit",2833.3475,2992.01496,10200.051,11333.39,NULL,460
3401,3,3,24655287,"device percepta crtp mri us w1tr01",4302.42,4543.35552,15488.712,17209.68,NULL,1336
3407,3,3,25085309,"MRI-Compatible Quad Cobalt Pacemaker with IS1 DF4 and DTPB2D4 Leads.",9286.92,9806.98752,33432.912,37147.68,NULL,320
2436,3,3,25349580,"Pelvic magnetic resonance imaging (MRI) for females.",951.4375,1004.718,3425.175,3805.75,"72197",704
3410,3,3,25377309,"MRI-guided hip bone biopsy.",445.735,470.69616,1604.646,1782.94,NULL,1506
3411,3,3,25377310,"Non-Sterile MRI-Guided Hip Biopsy - 23.0mm Trephine",445.735,470.69616,1604.646,1782.94,NULL,756
3423,3,3,26407301,"MRI-Compatible System Halo with Rings and Pins",1275.785,1347.22896,4592.826,5103.14,NULL,921
3433,3,3,27013299,"Small MRI Imaging for Diagnostic Assessment by Dr. Attesta",2290.7325,2419.01352,8246.637,9162.93,NULL,537
1922,3,5,1167845,"Computed tomography (CT) scan of the abdomen with and without contrast.",670.66,708.22,2414.39,2682.65,"74170",246
1925,3,5,1167847,"CT Scan with Contrast for Abdominal Area",583.33,616,2099.99,2333.32,"74160",1086
1928,3,5,1167849,"Computed Tomography (CT) Scan of the Abdomen without Contrast.",445.22,470.15,1602.77,1780.86,"74150",419
1932,3,5,1167851,"CT angiography of the abdominal aorta and iliofemoral region.",485.66,512.86,1748.39,1942.65,"75635",442
1935,3,5,1167853,"CT Angiography of the Abdomen",548.84,579.58,1975.83,2195.37,"74175",1440
1893,3,5,1167857,"CT Angiography of the Coronary Arteries with Structural, Morphological, and Functional Assessment.",729.56,770.42,2626.42,2918.24,"75574",41
1899,3,5,1167863,"CT angiography of the chest",607.9,641.94,2188.44,2431.6,"71275",1483
1901,3,5,1167871,"Computed Tomography Angiography (CTA) of the Brain/Head",556.19,587.34,2002.28,2224.76,"70496",601
1903,3,5,1167875,"Left Lower Extremity Computed Tomography Angiography (CTA)",580.7,613.21,2090.5,2322.78,"73706",512
1909,3,5,1167877,"CT angiogram of the right lower limb.",589.6,622.62,2122.56,2358.4,"73706",1201
1911,3,5,1167879,"Computed Tomography Angiography of the Neck.",576.27,608.54,2074.56,2305.07,"70498",953
1916,3,5,1167881,"Computed Tomography Angiography of the Pelvis.",541.61,571.94,1949.81,2166.45,"72191",887
1919,3,5,1167885,"Computed Tomography Angiography of the Left Upper Extremity",579.09,611.52,2084.72,2316.35,"73206",481
1923,3,5,1167887,"Right Upper Extremity CT Angiogram",570.34,602.28,2053.22,2281.36,"73206",1306
1929,3,5,1167897,"CT scan of left ankle with contrast.",447.15,472.19,1609.73,1788.59,"73701",1237
1933,3,5,1167899,"A CT scan with contrast of the right ankle.",447.15,472.19,1609.73,1788.59,"73701",990
1890,3,5,1167903,"Computed Tomography of the Left Ankle Without Contrast",363.1,383.43,1307.16,1452.4,"73700",637
1892,3,5,1167905,"Computed Tomography (CT) Scan of Ankle without Contrast - Right Leg",363.1,383.43,1307.16,1452.4,"73700",321
1895,3,5,1167909,"CT-guided aspiration and injection of a renal cyst in the pelvic region.",396.76,418.98,1428.33,1587.03,"50390",234
1897,3,5,1167917,"Superficial Bone Biopsy with CT Guidance.",293.45,309.88,1056.42,1173.8,"20220",1052
1898,3,5,1167919,"Liver CT-guided biopsy.",345.92,365.29,1245.29,1383.66,"47000",1579
1905,3,5,1167921,"CT-guided lung and mediastinal biopsy",783.47,827.35,2820.5,3133.89,"32405",1200
1906,3,5,1167921,"CT-guided lung and mediastinal biopsy",783.47,827.35,2820.5,3133.89,"32408",1200
1913,3,5,1167925,"Pancreatic CT-guided biopsy",446.55,471.56,1607.58,1786.2,"48102",1484
1915,3,5,1167931,"Renal CT-guided Biopsy",341.86,361,1230.69,1367.43,"50200",1597
1918,3,5,1167954,"Brain Blood Flow CT Scan",165.08,174.33,594.3,660.33,"0042T",1564
1921,3,5,1167956,"Virtual Colonoscopy",552.23,583.16,1988.04,2208.93,"74261",1623
1924,3,5,1167958,"Virtual colonoscopy screening.",77.8,82.16,280.09,311.21,"74263",1418
1927,3,5,1167976,"CT-guided percutaneous catheter drainage of soft tissue fluid.",782.61,826.43,2817.39,3130.43,"10030",420
1931,3,5,1167986,"Computed Tomography-Guided Percutaneous Catheter Drainage of Visceral Fluid.",761,803.61,2739.59,3043.99,"49405",183
1894,3,5,1167996,"Left Elbow CT Scan with Contrast.",452.98,478.35,1630.74,1811.93,"73201",1339
1896,3,5,1167998,"CT Scan with Contrast for Right Elbow",452.98,478.35,1630.74,1811.93,"73201",1199
1900,3,5,1168002,"CT scan of the left elbow without dye.",376.47,397.55,1355.28,1505.87,"73200",1158
1902,3,5,1168004,"Computed Tomography of the Right Elbow without Contrast",376.47,397.55,1355.28,1505.87,"73200",602
1904,3,5,1168024,"Imaging study for fistula or sinus tract abscess.",246.01,259.78,885.62,984.02,"20501",792
1910,3,5,1168034,"CT scan of the left foot with contrast.",447.15,472.19,1609.73,1788.59,"73701",1117
1912,3,5,1168036,"CT scan of right foot with contrast.",447.15,472.19,1609.73,1788.59,"73701",1236
1914,3,5,1168038,"Bilateral CT scan of the feet without contrast.",363.1,383.43,1307.16,1452.4,"73700",854
